Código,Nombre de la Actividad,Descripción Funcional,Prioridad de Reúso,Tipo de Elemento,Sinónimos (Variantes),Dominio de Arquitectura,Arquetipos en  donde aplica,Hipervinculo,Diseño para la Automatización
CP1345,Controlar disponibilidad del inventario ,"Supervisar de manera continua el estado del inventario de productos, garantizando su disponibilidad, integridad y coherencia frente a la operación.
Esta capacidad permite monitorear el inventario, identificando el nivel de existencias, ubicación, estado y movimientos de los productos, así como posibles desviaciones entre los registros físicos y los sistemas de información.",2,Capacidad de Procesos,"Gestionar disponibilidad de inventario, Supervisar stock disponible, Verificar existencias del inventario, Monitorear nivel de inventario",Negocios,Asegurar disponibilidad de producto financiero fisico,,Diseño Pendiente
CP1346,Abastecer inventario de productos,"Adquirir el material necesario para soportar la operación y entrega de los productos, asegurando la disponibilidad oportuna y suficiente de los insumos requeridos. Actualizar el inventario como resultado de eventos tales como recepción de material, entrega, devolución, destrucción, consumo, reposición o ajustes operativos, modificando cantidades, estados, ubicaciones y trazabilidad de los productos",2,Capacidad de Procesos,"Reaprovisionar inventario de productos, Surtir inventario, Reponer existencias de productos, Proveer inventario de productos",Negocios,Asegurar disponibilidad de producto financiero fisico,,Diseño Pendiente
CP1347,Ordenar pago,"Crear y formalizar la instrucción de pago, con el fin de autorizar la transferencia de recursos desde una cuenta origen hacia uno o varios destinos, de acuerdo con las condiciones definidas.",2,Capacidad de Procesos,"Emitir orden de pago, Instruir pago, Generar orden de desembolso, Autorizar giro de pago",Negocios,Asegurar disponibilidad de producto financiero fisico,,Diseño Pendiente
CP1350,Recibir cobro de compensación,"Efectuar la recuperación de valores asociados a una transacción mediante mecanismos de compensación entre cuentas, entidades o posiciones, con el fin de saldar obligaciones y reflejar el intercambio efectivo de recursos dentro del proceso de liquidación.",2,Capacidad de Procesos,"Recepcionar cobro de compensación, Capturar pago de compensación, Registrar cobro compensatorio, Aceptar cobro de neteo",Negocios,Procesar compensación,,Diseño Pendiente
CP1353,Solicitar aceptación de condiciones,"Requerir la aprobación explícita de nuevas condiciones asociadas a un producto, servicio o relación, con el fin de habilitar la aplicación de una novedad conforme a los términos definidos.",2,Capacidad de Procesos,"Requerir aceptación de términos, Gestionar consentimiento de condiciones, Pedir conformidad con las condiciones, Tramitar aceptación contractual",Negocios,Aplicar novedad,,Diseño Pendiente
CP1355,Intercambiar soportes documentales Trade,"Realizar el intercambio formal de soportes documentales asociados a un instrumento Trade —documentos comerciales, evidencias y mensajes estructurados— entre las partes involucradas (cliente, banco y corresponsales), permitiendo sustentar la ocurrencia de los hechos económicos del comercio exterior y habilitar la evaluación de cumplimiento,",2,Capacidad de Procesos,"Compartir documentos de comercio exterior, Transferir soportes documentales Trade, Enviar y recibir documentación Trade, Canjear soportes de operaciones Trade",Negocios,Aplicar novedad,,Diseño Pendiente
CP1378,Monitorear cumplimiento de condiciones económicas,"Verificar de forma continua que los hechos económicos subyacentes al comercio exterior —como la realización de la importación o exportación, el embarque de la mercancía, la presentación oportuna de documentos y otros eventos pactados— se han producido conforme a lo acordado, permitiendo determinar si el instrumento Trade puede hacerse efectivo, avanzar de estado o requerir tratamiento como novedad,",2,Capacidad de Procesos,"Supervisar cumplimiento de términos económicos, Rastrear condiciones financieras pactadas, Vigilar observancia de condiciones económicas, Hacer seguimiento al cumplimiento económico",Negocios,Causar condiciones financieras del producto,,Diseño Pendiente
CP1380,Aplicar reglas de operaciones Trade,"Ejecutar y hacer efectivas las reglas operativas definidas para un instrumento Trade frente a hechos económicos, eventos o novedades ocurridas (presentación de documentos, embarque, vencimientos, excepciones), determinando el tratamiento que corresponde al producto —restricciones, autorizaciones, cambios de estado o habilitación de pasos posteriores",2,Capacidad de Procesos,"Ejecutar reglas de comercio exterior, Implementar políticas de operaciones Trade, Procesar normativa de operaciones Trade, Activar criterios de Trade",Negocios,Causar condiciones financieras del producto,,Diseño Pendiente
CP1395,Validar bien o servicio recibido,"Verificar que el bien o servicio recibido y los valores asociados correspondan a las condiciones contractuales definidas, con el fin de asegurar su conformidad antes de su aceptación o pago.",2,Capacidad de Procesos,"Verificar bien o servicio recibido, Comprobar entrega del bien o servicio, Confirmar recepción del bien o servicio, Constatar conformidad del bien o servicio",Negocios,Solicitar el pago de proveedores y aliados,,Diseño Pendiente
CP1396,Solicitar ajustes a cobros realizados,"Requerir la modificación de valores previamente cobrados, con el fin de corregir inconsistencias, aplicar condiciones no reflejadas o atender situaciones excepcionales conforme a las reglas definidas.",2,Capacidad de Procesos,"Requerir corrección de cobros, Gestionar ajuste de cargos realizados, Pedir modificación de cobros, Tramitar rectificación de cobros",Negocios,Solicitar el pago de proveedores y aliados,,Diseño Pendiente
CP1397,Oficializar recepción del bien o servicio,"Formalizar la aceptación del bien o servicio recibido, dejando constancia de su conformidad frente a las condiciones acordadas, con el fin de habilitar su reconocimiento, registro y posterior procesamiento en el flujo operativo o financiero",2,Capacidad de Procesos,"Formalizar recepción del bien o servicio, Certificar recibo del bien o servicio, Confirmar oficialmente la recepción, Legalizar aceptación del bien o servicio",Negocios,Solicitar el pago de proveedores y aliados,,Diseño Pendiente
CP1398,Realizar registro contable,"Reconocer y registrar en la contabilidad los hechos económicos derivados de una operación, con el fin de reflejar su impacto financiero de manera consistente, trazable y conforme a las normas aplicables.",2,Capacidad de Procesos,"Ejecutar registro contable, Efectuar asiento contable, Asentar movimiento contable, Inscribir operación contable",Negocios,Solicitar el pago de proveedores y aliados,,Diseño Pendiente
CP1399,Monitorear pago,"Dar seguimiento al estado del pago a proveedores y aliados, desde la entrega de la información a Abastecimiento hasta la confirmación del pago, identificando novedades, desviaciones o incidencias que requieran gestión o aclaración.",2,Capacidad de Procesos,"Supervisar pago, Rastrear estado del pago, Vigilar ejecución del pago, Hacer seguimiento al pago",Negocios,Solicitar el pago de proveedores y aliados,,Diseño Pendiente
CP1400,Evaluar esquema de continuidad del cobro y pago,"Analizar las alternativas disponibles cuando un cobro o pago no puede ejecutarse, determinando el curso de acción más adecuado para asegurar su resolución o continuidad conforme a las reglas definidas.",2,Capacidad de Procesos,"Analizar modelo de continuidad de cobro y pago, Valorar plan de continuidad de recaudo y pago, Verificar esquema de sostenibilidad del cobro y pago, Revisar estrategia de continuidad de cobro y pago",Negocios,Sin Arquetipo asociado,,Diseño Pendiente
CP1401,Registrar impacto económico,"Reflejar en los sistemas correspondientes el efecto económico derivado de una operación, incorporando los valores y resultados que afectan la situación financiera, con el fin de asegurar su correcta representación y trazabilidad.",2,Capacidad de Procesos,"Asentar impacto económico, Contabilizar efecto financiero, Inscribir impacto monetario, Documentar repercusión económica",Negocios,Sin Arquetipo asociado,,Diseño Pendiente
CP1404,Realizar validaciones  del producto,"Verificar que un producto cumple con las condiciones requeridas para su tokenización, incluyendo su estado, elegibilidad, restricciones y autorizaciones, con el fin de asegurar que puede ser representado y utilizado de forma segura mediante un token.",2,Capacidad de Procesos,"Ejecutar verificaciones del producto, Efectuar comprobaciones del producto, Aplicar controles de validación del producto, Llevar a cabo revisiones del producto",Negocios,Sin Arquetipo asociado,,Diseño Pendiente
CP1405,Evaluar reglas de la tokenización,"Analizar las reglas definidas para la tokenización de un producto, verificando su consistencia, aplicabilidad y cumplimiento, con el fin de determinar si permiten la generación, uso y gestión segura del token.",2,Capacidad de Procesos,"Analizar reglas de tokenización, Verificar políticas de tokenización, Valorar criterios de tokenización, Validar condiciones de tokenización",Negocios,Sin Arquetipo asociado,,Diseño Pendiente
CP1406,Autorizar tokenización,"Generar el token asociado a un producto, previa verificación de la identidad del titular y cumplimiento de las validaciones y reglas definidas, con el fin de habilitar su uso seguro en los esquemas de tokenización.",2,Capacidad de Procesos,"Aprobar tokenización, Validar tokenización, Dar visto bueno a la tokenización, Confirmar autorización de tokenización",Negocios,Sin Arquetipo asociado,,Diseño Pendiente
CP1407,Registrar relación de tokenización,"Establecer y conservar la asociación entre el producto original y el token generado, registrando los atributos necesarios para su identificación, uso y gestión, con el fin de garantizar su trazabilidad y consistencia a lo largo del ciclo de vida.",2,Capacidad de Procesos,"Inscribir relación de tokenización, Crear vínculo de tokenización, Asentar asociación de tokenización, Documentar relación token-producto",Negocios,Sin Arquetipo asociado,,Diseño Pendiente
