Código,Paquete (Nivel 1),Subpaquete (Nivel 2),Capacidad de Procesos (Nivel 3),Descripción,Categoría,Dueño de la Capacidad,Dominio,Subdominio Nivel 1,Subdominio Nivel 2,Propia / Heredada,Reusable,Componentes Relacionados,Arquetipos Relacionado,% Nivel de Calidad,Criterios a Revisar,Retroalimentación,Estado,,
CP1115,Gestión de la apertura,Evaluar viabilidad del cliente para el producto,Evaluar restricciones del cliente,"Realizar consulta en listas restrictivas de personas, empresas, países, mercancías, puertos, transportes, etc con los que se realiza una negociación, para prevenir y mitigar riesgos.",,,Habilitación Empresarial,Cumplimiento,,,Si,,Abrir producto,,,,Publicada,,
CP1115,Gestión de la apertura,Evaluar viabilidad del cliente para el producto,Evaluar restricciones del cliente,"Realizar consulta en listas restrictivas de personas, empresas, países, mercancías, puertos, transportes, etc con los que se realiza una negociación, para prevenir y mitigar riesgos.",,,"Negocios, habilitadores de los negocios","Captaciones, medios de pago, soluciones para empresas, negocios no financieros, transferencias, comercio internacional",,Heredada,Si,,Abrir producto,,,,Publicada,,
CP1115,Diseño y modelado,Configurar estructura de precios  y beneficios,Configurar aplicación de la lógica del modelo,"Habilitar la lógica definida en un modelo de pricing (por ejemplo, política de precio y/o modelo de monetización), con el fin de transformar variables y parámetros en valores efectivamente cobrables, garantizando consistencia entre lo definido por Pricing y lo aplicado por los productos/canales.",,,Estrategia de los negocios,Modelo de Precio (pricing),No aplica,,,,Crear y evolucionar modelos de pricing,,,,,,
CP1116,Gestión de la apertura,Evaluar viabilidad del cliente para el producto,Evaluar excepciones restrictivas,"Analizar y gestionar las excepciones a bloqueos por listas restrictivas, evaluando los casos permitidos para autorizar el desmarque del cliente o la transacción, de acuerdo con reglas, criterios de elegibilidad y lineamientos normativos definidos.",,,Habilitación Empresarial,Cumplimiento,,,Si,,Abrir producto,,,,Publicada,,
CP1116,Gestión de la apertura,Evaluar viabilidad del cliente para el producto,Evaluar excepciones restrictivas,"Analizar y gestionar las excepciones a bloqueos por listas restrictivas, evaluando los casos permitidos para autorizar el desmarque del cliente o la transacción, de acuerdo con reglas, criterios de elegibilidad y lineamientos normativos definidos.",,,"Negocios, habilitadores de los negocios","Captaciones, medios de pago, soluciones para empresas, negocios no financieros, transferencias, comercio internacional",,Heredada,Si,,Abrir producto,,,,Publicada,,
CP1116,Diseño y modelado,Habilitar el modelo de pricing,Establecer esquema de beneficios,"Establecer y consolidar los beneficios que hacen parte de la propuesta de valor al cliente, integrando tanto beneficios financieros definidos por Pricing como beneficios no financieros definidos por áreas especializadas, con el fin de alinear la retribución al cliente con la estrategia de precios, la rentabilidad esperada y los programas de relacionamiento del banco.",,,Estrategia de los negocios,Modelo de Precio (pricing),No aplica,,,,Crear y evolucionar modelos de pricing,,,,,,
CP1117,Gestión contable,Normalizar la cuenta,Validar conciliación,"Asegurar la correcta obtención, cruce o comparación y generación de novedades o inconsistencias, de datos contables y no contables, para optimizar la trazabilidad y eficiencia de información que permita la posterior gestión de diferencias.
",,,Habilitación Empresarial,"Gestión Financiera, Contable y Tributaria",Gestión Contable,,Si,,Ejecutar el cuadre contable del producto,,,,Publicada,,
CP1117,Gestión contable,Normalizar la cuenta,Validar conciliación,"Asegurar la correcta obtención, cruce o comparación y generación de novedades o inconsistencias, de datos contables y no contables, para optimizar la trazabilidad y eficiencia de información que permita la posterior gestión de diferencias.
",,,"Negocios, habilitadores de los negocios","Captaciones, medios de pago, soluciones para empresas, negocios no financieros, transferencias, comercio internacional",Gestión Contable,Heredada,Si,,Ejecutar el cuadre contable del producto,,,,Publicada,,
CP1117,Diseño y modelado,Habilitar el modelo de pricing,Calcular costo esperado de  los beneficios,"Determinar el costo económico asociado a los beneficios otorgados a los clientes, tanto financieros como no financieros, con el fin de asegurar la sostenibilidad del modelo de pricing, la correcta monetización de la propuesta de valor y la alineación entre beneficios, rentabilidad y presupuesto del banco.",,,Estrategia de los negocios,Modelo de Precio (pricing),No aplica,,,,Crear y evolucionar modelos de pricing,,,,,,
CP1118,Diseño y modelado,Habilitar el modelo de pricing,Establecer condiciones de aplicación,"Definir y formalizar las reglas bajo las cuales los beneficios pueden ser otorgados, utilizados y mantenidos por los clientes, con el fin de asegurar una aplicación controlada, coherente y sostenible de los beneficios, alineada con la estrategia de pricing, la rentabilidad esperada y el gobierno de precios del banco.",,,Estrategia de los negocios,Modelo de Precio (pricing),No aplica,,,,Crear y evolucionar modelos de pricing,,,,,,
CP1119,Diseño y modelado,Habilitar el modelo de pricing,Solicitar aprobación,"Gestionar flujo de aprobación de una solicitud, con el fin de tomar la decisión de aprobación o rechazo.",,,Estrategia de los negocios,Modelo de Precio (pricing),No aplica,,,,Crear y evolucionar modelos de pricing,,,,,,
CP1120,Diseño y modelado,Habilitar el modelo de pricing,Publicar modelo de pricing,"Formalizar, habilitar y disponibilizar un modelo de pricing previamente definido y configurado, con el fin de hacerlo operativo y consumible por los productos, canales y equipos del banco, garantizando alineación con las políticas de precio aprobadas, trazabilidad y control.",,,Estrategia de los negocios,Modelo de Precio (pricing),No aplica,,,,Crear y evolucionar modelos de pricing,,,,,,
CP1121,Monitoreo y asesoría,Monitorear estrategia de prcing,Realizar Extracción Y Análisis De Información,"Obtener, procesar y analizar datos provenientes de diversas fuentes digitales para generar información útil que apoye los procesos y la operación de la organización disponiendo esta de manera líquida.",,,Estrategia de los negocios,Modelo de Precio (pricing),No aplica,,,,Crear y evolucionar modelos de pricing,,,,,,
CP1122,Gestión contable,Ejecutar conciliación,Consultar fuentes contables,Habilitar servicios de consulta de información digital y reuso de información aplicable a los diferentes procesos.,,,Habilitación Empresarial,"Gestión Financiera, Contable y Tributaria",Gestión contable,,Si,,Ejecutar el cuadre contable del producto,,,,Publicada,,
CP1122,Gestión contable,Ejecutar conciliación,Consultar fuentes contables,Habilitar servicios de consulta de información digital y reuso de información aplicable a los diferentes procesos.,,,"Negocios, habilitadores de los negocios","Captaciones, medios de pago, soluciones para empresas, negocios no financieros, transferencias, comercio internacional",Gestión contable,Heredada,Si,,Ejecutar el cuadre contable del producto,,,,Publicada,,
CP1122,Monitoreo y asesoría,Medir estrategias de precios,Analizar el desempeño de las modelos,"Evaluar de forma continua el rendimiento y la efectividad de los modelos de pricing (políticas de precio, modelos de monetización y lógicas asociadas), con el fin de determinar si están generando el valor esperado para el cliente y para el banco, y habilitar decisiones de ajuste, optimización o evolución del modelo.",,,Estrategia de los negocios,Modelo de Precio (pricing),No aplica,,,,Crear y evolucionar modelos de pricing,,,,,,
CP1123,Monitoreo y asesoría,Medir estrategias de precios,Identificar oportunidades de ajustes,"Detectar, analizar y priorizar oportunidades de mejora en los modelos de pricing (políticas de precio, modelos de monetización, beneficios y reglas asociadas), a partir del análisis del desempeño observado, el comportamiento de los clientes y las señales del mercado, con el fin de optimizar la generación de valor y la sostenibilidad del modelo.",,,Estrategia de los negocios,Modelo de Precio (pricing),No aplica,,,,Crear y evolucionar modelos de pricing,,,,,,
CP1124,Gestión contable,Ejecutar conciliación,Clasificar diferencia contable,"Organizar y agrupar las diferencias identificadas entre datos, según criterios definidos como tipo, causa, origen o estado, con el fin de facilitar su análisis y gestión",,,Habilitación Empresarial,"Gestión Financiera, Contable y Tributaria",Gestión Contable,,Si,,Ejecutar el cuadre contable del producto,,,,Publicada,,
CP1124,Gestión contable,Ejecutar conciliación,Clasificar diferencia contable,"Organizar y agrupar las diferencias identificadas entre datos, según criterios definidos como tipo, causa, origen o estado, con el fin de facilitar su análisis y gestión",,,"Negocios, habilitadores de los negocios","Captaciones, medios de pago, soluciones para empresas, negocios no financieros, transferencias, comercio internacional",Gestión Contable,Heredada,Si,,Ejecutar el cuadre contable del producto,,,,Publicada,,
CP1126,Simulación y cálculo,Analizar información de precio,Consultar esquema de precio del cliente,"Permitir la consulta unificada, clara y confiable del esquema de precio aplicable a un cliente específico, integrando las condiciones comerciales vigentes reglas de pricing con visión cliente",,,Estrategia de los negocios,Modelo de Precio (pricing),No aplica,,,,"Determinar y calcular rentabilidad del cliente, precios y beneficios ",,,,,,
